id,Organisation,Department
14905,DIRECTORATE OF ANIMAL HUSBANDARY,NULL
14906,Delhi High Court,NULL
14907,Kerala Agro Machinery Corporation Ltd,NULL
14908,Hin Dhoban Aryonaux Hihid Engine Q (BC),NULL
14909,HINDUSTAN AERONAUTICS LIMITED Engine Division (BC),NULL
14910,Society for Applied Microwave Electronics Engineering and Research (SAMEER),NULL
14911,U.P.Rajya Vidut Ytpadan Nigam Ltd,NULL
14912,U.P. State Sugar Corp. Ltd.,NULL
14913,KUWS & D Board,NULL
14914,Maharashtra Gramin Bank,NULL
14915,NORTH EASTERN ELECTRIC POWER CORPORATION LTD.,NULL
14916,SOUTH EASTERN COAL FIELDS LIMITED,NULL
14917,DVC Kolkata,NULL
14918,Up rajya vidyut utpadan nigam limited,NULL
14919,Karnataka neeravari nigam limited,NULL
14920,Department Of Information & Public Relations Government of Rajasthan,NULL
14921,CHENNAI PORT AUTHORITY TRAFFIC DEPARTMENT,NULL
14922,Karnataka neera vari nigam limited,NULL
14923,Bharat Petroleum Corporation Limited (BPCL),NULL
14924,BIHAR STATE MILK CO-OPERATIVE FEDERATION LTD.,NULL
14925,CSIR-CIMAP Lucknow,NULL
14926,CMWSS Board,NULL
14927,REA BDI Authority,NULL
14928,Bharat Sanchar Nigam Limited,NULL
14929,TELK (Transformers & Electricals Kerala Ltd.),NULL
14930,Central Power Research Institute,NULL
14931,In the High Court of Judicature at Patna,NULL
14932,THE JUTE CORPORATION OF INDIA LIMITED,NULL
14933,Department Of Information & Public Relations,NULL
14934,Niot.,NULL
14935,POWER GRID CORPORATION OF INDIA LIMITED,NULL
14936,RAIL WHEEL FACTORY,NULL
14937,GOVERNMENT OF INDIA,NULL
14938,The Travancore Cochin Chemicals Ltd.,NULL
14939,Sloping municipality,NULL
14940,Niot,NULL
14941,GOVT. OF RAJASTHAN,NULL
14953,TWEDEE TWED SEETHAMPET,NULL
14959,"Ludhiana Municipal Corporation, Punjab",NULL
14960,"Reserve Bank of India, Chandigarh, Punjab",NULL
14961,"Jilla Sahakari Kendriya Bank Maryadit, Raipur, Chhattisgarh",NULL
14962,"State Health Society, Chandigarh, Punjab",NULL
14963,"Jawaharlal Institute Of Post Graduate Medical Education & Research, Dhanvantari Nagar, Pondicherry",NULL
14964,"ICMR - National Institute For Research In Reproductive Health, Mumbai, Maharashtra",NULL
14965,"Airports Authority of India, Pakyong, Sikkim",NULL
14966,"Social Justice And Empowerment Department, Gandhinagar, Gujarat",NULL
14967,"Rural Development Department, Valsad, Gujarat",NULL
14968,"State Health Society, Lamphelpat, Manipur",NULL
14969,"Assam Petro-Chemicals Limited, Dibrugarh, Assam",NULL
14970,"Valsad District Police Office, Valsad, Gujarat",NULL
14971,"Employees State Insurance Corporation, Thrissur, Kerala",NULL
14972,"Food Corporation Of India, Raipur, Chhattisgarh",NULL
14973,"Department Of Defence Production, Delhi",NULL
14974,"Employees State Insurance Corporation, Surat, Gujarat",NULL
14975,"Office of the District Superintendent of Police, Sri Ganganagar, Rajasthan",NULL
14976,"Mental Health Institute, Chandigarh, Punjab",NULL
14977,"Dholera Special Investment Region, Gandhinagar, Gujarat",NULL
14978,"Corrigendum Gujarat Fibre Grid Network Limited, Gandhinagar, Gujarat",NULL
14979,"Airport Authority of India Group Gratuity Fund Trust, New Delhi, Delhi",NULL
14980,State Election Commission Assam,NULL
14989,Tori Dental Ceramics Manufacturers Association,NULL
14994,White Crest Poultry Egg Cluster Federation,NULL
14995,"I & CADSE, I & CAD, SRBC2 NANDYAL",NULL
14996,"I & CADEE I & CAD, Irrigation Division, Madanapalle",NULL
14997,Khambadakone Raithara Seva Sahakari sangha Ltd Uppunda,NULL
14998,GOVT OF RAJASTHAN,NULL
14999,Jaipur Zila Dugdh Utpadak Sahakari Sangh Ltd.,NULL
15000,"JUDICIAL ACADEMY, ASSAM",NULL
15001,The State Institute of Languages (Kerala Bhasha Institute),NULL
15002,BANK NOTE PAPER MILL INDIA PVT LIMITED,NULL
15003,Rajasthan Technical University,NULL
15004,INDORE MUNICIPAL CORPORATION,NULL
15005,Transport Department Manipur,NULL
15021,West Bengal Accelerated Development of Minor Irrigation Project,NULL
15022,"A.E.,Balarampur Highway Sub Division, P.W.(Rds.) Dte.",NULL
15023,Perady Primary Agricultural Credit Co-Operative Society Ltd,NULL
15024,State Commissioner for Rights of Persons with Disabilities Act,NULL
15025,"Security Paper Mill,Narmadapuram",NULL
15026,Bihar School Examination Board Patna,NULL
15027,National Institute of Technology,NULL
15028,Yavatmal District Central Cooperative Bank,NULL
15029,Rabindra Bharati University,NULL
15030,CENTRAL TRANSMISSION OF INDIA LMITED,NULL
15031,Rajiv Gandhi Housing Corporation Limited,NULL
15032,Rajiv Gandhi Housing Corporation Ltd,NULL
15033,Alfa Trading,NULL
15034,Tiruchirappalli City Municipal Corporation,NULL
15035,Karanataka neeravari nigam limited,NULL
15036,POWERGRID,NULL
15037,APPGCL,NULL
15038,GOVT.OF TAMILNADU,NULL
15039,Chennai Metropolitan Water Supply and Sewerage Board,NULL
15040,Govt of Karnataka PWD,NULL
15041,India Trade Journal,NULL
15042,uprvunl,NULL
15043,Rajasthan State Motor Garrage Jaipur,NULL
15044,Bank of maharshtra,NULL
15045,National Fertilizers Limited,NULL
15046,NMDC Steel LImited,NULL
15047,NEEPCO,NULL
15048,Reserve Bank of India Chennai,NULL
15049,TAMILNADU GREEN ENERGY CORPORATION LIMITED,NULL
15050,Border Road Organisation,NULL
15051,TAMIL NADU GREEN ENERGY CORPORATION LIMITED,NULL
15052,Pawan Hans Ltd.,NULL
15053,ICAR NATIONAL RESEARCH CENTRE FOR ORCHIDS,NULL
15054,RAJIV GANDHI HOUSING CORPN LTD,NULL
15055,Karnataka Neevari Nigam Limited,NULL
15056,Tamil Nadu Maritime Board,NULL
15057,tamilnadu civil supplies corporation,NULL
15058,Depart of Information of Public relations Rajasthan,NULL
15059,RASHTRIYA CHEMICALS & FERTILIZERS LIMITED,NULL
15060,rbi thiruvantpuram,NULL
15061,ANDHRA PRADESH POWER DEVELOPMENT COMPANY LIMITED,NULL
15062,GOVT OF RAJAASTHAN,NULL
15063,U.P. POWER TRANSMISSION CORPN. LTD.,NULL
15064,U.P.POWER TRANSMISSION CORPORATION LTD.,NULL
15065,Kerala Livestock Development Board,NULL
15066,Tamil Nadu Road Development Company Ltd.,NULL
15067,RBI,NULL
15068,CMPDIL,NULL
15069,Central Mine Planning & Design Institute Limited,NULL
15070,Delhi Development Authority,NULL
15071,NMDC STEEL PLANT,NULL
15072,Karnataka Neeravari Nigam Limited.,NULL
15073,ICAR- NATIONAL RESEARCH CENTRE FOR ORCHIDS,NULL
15074,The Kangra Central Cooperative Bank Ltd,NULL
15075,K U W S & D Board,NULL
15076,Karnataka Gramin Bank,NULL
15077,MINISTRY OF DEFENCE ARMY,NULL
15078,CSIR-CIMAP (Central Institute of Medicinal & Aromatic Plants),NULL
15079,Rajib Gandhi Housing Corporation Ltd.,NULL
15080,STEEL AUTHORITY OF INDIA LTD.,NULL
15081,Bharat Petroleum Corporation Limited Kochi Refinery,NULL
15082,Krishna Bhagya Jala Nigama Limited,NULL
15083,Govt. Of Bihar Animal & Fisheries Resources,NULL
15084,BANGALORE ELECTRICITY SUPPLY COMPANY LIMITED,NULL
15085,Northern India Textile Research Association,NULL
15086,National Institute of Immunology,NULL
15087,INDIAN BANK STAFF COLLEGE LUCKNOW,NULL
15088,GOVT.OF BIHAR,NULL
15089,BRBNMPL,NULL
15090,Bhaaaratiya reserve bank note mudran (p) limited,NULL
15091,Reserve Bank of India Reserve Bank of India,NULL
15092,commissionerate of prohibition and excise,NULL
15093,Bihar State Milk Co-0perative Federation Ltd.,NULL
15094,RBI Chennai,NULL
15095,HAL,NULL
15096,GOVT. OF TAMILNADU,NULL
15097,CSIR-CIMAP,NULL
15098,B H A R A T S A N C H A R N I G A M L I M I T E D,NULL
15099,Kbjnl fic div2 garden,NULL
15100,SAIL-ISP Burnpur,NULL
15101,RBI NEW DELHI,NULL
15102,NEEPCO Ltd,NULL
15103,BRIC-National Institute of Immunology,NULL
15104,TAMIL NADU URBAN HABIT AT DEVELOPMENT BOARD,NULL
15105,Prasar bharati,NULL
15106,rbnml,NULL
15107,CMPDI,NULL
15108,ESSO-National Institute of Ocean Technology,NULL
15109,NDDB DAIRY SERVICES,NULL
15110,Cantonment Board Varanasi,NULL
15111,Second-ball,NULL
15112,U.P. Rajya Vidyut utpadan Nigam Limited,NULL
15113,India Government Mint,NULL
15114,RVUNL,NULL
15115,BSNL Door Sanchar Sadan Laplace,NULL
15116,BSD DEPT,NULL
15117,ORTH EASTERN ELECTRIC POWER CORPORATION LTD,NULL
15118,Central Mine Planning & Design Institute Ltd.,NULL
15119,Karnataka State Medical Supplies Corporation Limited,NULL
15120,Karnataka Maritime Board,NULL
15121,SIPCOT,NULL
15122,CREATIVE MUSEUM DESIGNERS,NULL
15123,CFTI agra,NULL
15124,Punjanb & are bank,NULL
15125,Transformers and Electricals Kerala Limited (TELK),NULL
15126,MOIL LIMITED,NULL
15127,Govt. of UT of J&K,NULL
15128,Dgcis,NULL
15129,DGCI&S,NULL
15130,#NAME?,NULL
15131,JAIPUR METRO RAIL CORPORATION LIMITED,NULL
15132,U.T. ADMINISTRATION OF LAKSHADWEEP,NULL
15133,SJVN Green Energy Limited,NULL
15134,TAMILNADU INDUSTRIAL DEVELOPMENT,NULL
15135,Bharat Petroleum Corporation Ltd,NULL
15136,iINDIAN BANK,NULL
15137,Steel Authority of Iqdia LJd*,NULL
15138,Tnrdc,NULL
15139,Bharatiya Reserve Bank,NULL
15140,BESCL,NULL
15141,In Bt,NULL
15142,Kerala Agro Machinery COrporation Ltd.,NULL
15143,Delhi High Court New Delhi.,NULL
15144,TIGHT PARK LTD,NULL
15145,Vizhinjam International Seaport Ltd (VISL),NULL
15146,BESCOM Integrated Control Centre-1,NULL
15147,Central Institute of Medicinal & Aromatic Plants,NULL
15148,Dien Bank Staff College Lucknow,NULL
15149,U.P.Rajya Vidyut utpadan Nigam Ltd.,NULL
15150,TAMIL NADU ROAD DEVELOPMENT COMPANY LTD,NULL
15151,MILITARY ENGINEER SERVICES,NULL
15152,Tnridc,NULL
15153,RBI Pitiruvananthapuram,NULL
15154,GOVERNMENT OF TAMIL NADU,NULL
15155,BANK OF MAHARASHTA,NULL
15156,MILITAY ENGINEER SERVICES,NULL
15157,Department of Animal & Fish Resources,NULL
15158,Info-Tech Corporation of Goa Ltd. - (Govt. of Goa Undertaking),NULL
15159,GOVERNMENT OF BIHAR,NULL
15160,CENTRAL WAREHOUSING CORPORATION,NULL
15161,NATIONAL FERTILIZRES LIMITED,NULL
15162,"Rajasthan State Mines & Minerals Ltd., Jhamartotra, Rajasthan",NULL
15163,"National Institute Of Plant Health Management, Hyderabad, Telangana",NULL
15164,"Employees State Insurance Corporation, Solan, Himachal Pradesh",NULL
15165,"Gwalior Development Authority, Gwalior, Madhya Pradesh",NULL
15168,"Mewat Development Agency, Haryana",NULL
15181,Sail Ranchi,NULL
15182,HIGH COURT OF DELHI : NEW DELHI,NULL
15183,Steel Authority of India Limited-IISCO Steel Plan,NULL
15185,"Reserve Bank of India, Mumbai, Maharashtra",NULL
15186,"Employees State Insurance Corporation, Bengaluru, Karnataka",NULL
15188,ANDHRA PRADESH POWER GENERATION CORPORATION LIMITED,NULL
15189,CONTAINER CORPORATION OF INDIA LTD.,NULL
15190,Punjab & are bank,NULL
15191,MSME TECHNOLOGY DEVELOPMENT CENTRE,NULL
15192,Delhi International Arbitration Centre (DIAC),NULL
15193,ELECTRONICS CORPORATION OF TAMIL NADU,NULL
15194,Department of Information and Public Relations,NULL
15195,Power Grid Corporation of India Ltd.,NULL
15196,Bruhat Bengaluru Mahanagara Palike,NULL
15197,Commander's office,NULL
15198,IISCO Steel Plant,NULL
15199,Commerce & Industries Department Chhattisgarh,NULL
15200,b.Re...Bay. Chandigarh,NULL
15201,TIGHT PARK LIMITED,NULL
15202,PUBLIC HEALTH ENGINEERING DEPARTMENT,NULL
15203,Reserve Bank of India Kanpur,NULL
15204,Department :Solid Waste Management Department,NULL
15205,GOVERNMENT OF KARMATAKA,NULL
15206,RAMAGUNDAM FERTILIZERS AND CHEMICALS LIMITED,NULL
15207,EXecutive Engineer B.T.D.A. Dn No.2Bagalkot,NULL
15208,NEEPCO Ltd.,NULL
15209,Central Mine Planning & Design Institute Limited.,NULL
15210,EXOTIC NUCLEUS FARM,NULL
15211,UNIVERSITY OF KOTA,NULL
15212,Prsar bharati,NULL
15213,RESEARCH DESIGNS & STANDARDS ORGANISATION,NULL
15214,INSTITUTE OF NEPHRO-UROLOGY,NULL
15215,Government Rajasthan Public Relations Department,NULL
15216,ICMR - National Institute of Epidemiology,NULL
15217,CVENTRAL BANK OF INDIA,NULL
15218,Bharatiya Reserve Bank Note Mudran (P) Limited,NULL
15219,MMILITARY ENGINEER SERVICES,NULL
15220,NATIONAL FERTILIZERS LIMITED;,NULL
15221,NALCO,NULL
15222,RCFL,NULL
15223,KARNATAKA WATER SUPPLY & DRAINAGE BOARD,NULL
15224,KARNATAKA URBAN WATER SUPPLY & DRAINAGE Board,NULL
15225,Airports Authority of India,NULL
15226,Hindustan Copper Limited,NULL
15227,CMPDI HQ,NULL
15228,CHENNAI METROPOLITAN WATER SUPPLY DRAINAGE BOARD,NULL
15229,CSIR- CSIR Madras Complex,NULL
15230,KARNATAKA CO-OPERATIVE MILK PRODUCERS FEDERATION LTD.,NULL
15231,UGC-DAE Consortium for Scientific Research,NULL
15232,mes,NULL
15233,Punjab and are bank,NULL
15234,CENTRAL BANO OF INDIA,NULL
15235,PAWAN HANS LTD,NULL
15236,Rashtriya Chemicals & Fertilizers Ltd,NULL
15237,AI Airport Services Limited,NULL
15238,Reserve Bank of India Lucknow,NULL
15239,AI AIRPORT SERVICE LIMITED,NULL
15240,Indian Bank,NULL
15241,Bharat Petroleum Corporation Limited,NULL
15242,BPCL,NULL
15243,Avantra Sir Dyi Gagki CCCTINANAL Institute of Oceantechnology,NULL
15244,Central coalfields limited,NULL
15245,Tamilnadu minerala limited,NULL
15251,ULB KOT CHANGANASSERY,NULL
15257,tourism and civil aviation department (Ladakh),NULL
15261,District Administration Hoshiarpur,NULL
15262,"ACHARYA NG RANGA AGRICULTURAL UNIVERSITYAssociate Dean, S M G R Agricultural College, Udayagiri, Nellore",NULL
15263,SOUTH EASTERN COALFIELDS LTD.,NULL
15264,RDWS&D Division,NULL
15265,Commissionerate of Backward Classes Welfare,NULL
15266,INSPECTION & AUDIT DEPARTMENT,NULL
15267,DIRECTORATE OF BACKWARD CLASSES,NULL
15268,Department of Animal & Fish Resources Govt. Of Bihar.,NULL
15269,COAINTENER CORPORATION OF INDIA LIMITED,NULL
15270,Punjab & Sindh Bank,NULL
15271,MINISTRY OF DEFENCE,NULL
15272,KMF CENTRAL OFFICE,NULL
15273,GOVT. OF BIHAR,NULL
15274,HIGH COURT OF DELHI,NULL
15275,BIHAR AGRICULTURE UNIVERSITY,NULL
15276,Society for Applied Microwave Electronics Engineering & Research (SAMEER),NULL
15277,KARNATAKA SLUM DEVELOPMENT BOARD,NULL
15278,IREL(India)Limited,NULL
15279,U.P. State Sugar Corp. Ltd,NULL
15280,Cauvery Neeravari Nigam Niyamitha,NULL
15281,Cauvery Neeravari nigama niyamitha,NULL
15282,NFL,NULL
15283,Karnataka Co-operative Milk Producers' Federation Ltd.,NULL
15284,Indian reservoir bank,NULL
15285,TIRUPPUR CITY MUNICIPAL CORPORATION,NULL
15286,Bharatiya Reserve Bank Note Mudran P Ltd,NULL
15287,KARNATAKA URBAN WATER SUPPLY AND DRAINAGE BOARD,NULL
15293,APEWIDC,NULL
15294,AP CAPITAL REGION DEVELOPMENT AUTHORITY,NULL
15295,AP Tribal Welfare Residential Educational Institutional Society ( Gurukulam ),NULL
15296,The Hukkeri Rural Electric Co-Operative Society LTD,NULL
15298,GREATER VISAKHAPATNAM MUNICIPAL CORPORATION,NULL
15299,KURNOOL MUNICIPAL CORPORATION,NULL
15300,Nellore Urban Development Authority,NULL
15301,AP INDUSTRIAL INFRASTRUCTURE CORPORATION LIMITED,NULL
15302,ANDHRA PRADESH TECHNOLOGY SERVICES LIMITED,NULL
15303,EASTERN POWER DISTRIBUTION COMPANY OF A.P LIMITED,NULL
15304,APTRANSCO PRODUCTS,NULL
15305,MUNICIPAL ADMINISTRATION DEPARTMENT,NULL
15306,A P M S I D C,NULL
15307,ANDHRA PRADESH HEAVY MACHIENERY & ENGINEERING LTD,NULL
15308,ENDOWMENTS DEPARTMENT MARKETING,NULL
15309,NTR UNIVERSITY OF HEALTH SCIENCES,NULL
15310,AP STATE POLICE HOUSING CORPORATION LIMITED,NULL
15311,APGENCO,NULL
15312,PRED - TELANGANA,NULL
15313,ENDOWMENTS DEPARTMENT - TELANGANA,NULL
15314,I & CAD - Telangana,NULL
15315,MUNICIPAL ADMINISTRATION DEPARTMENT - TELANGANA,NULL
15316,MUNICIPALITIES - TELANGANA,NULL
15317,R&B - Telangana,NULL
15318,TGTRANSCO - WORKS,NULL
15319,TWED - TELANGANA,NULL
15320,Visakhapatnam Metropolitan Region Development Authority,NULL
15329,ULB TSR THRISSUR,NULL
15331,MUNICIPAL CORPORATION OF KADAPA,NULL
15495,DEPARTMENT OF EDUCATION,NULL
15496,ACHARYA NG RANGA AGRICULTURAL UNIVERSITY,NULL
15497,PHMED - TELANGANA,NULL
15500,ENDOWMENTS DEPARTMENT MARKETING - TELANGANA,NULL
15577,"Greater Noida Industrial Development Authority, Greater Noida, Uttar Pradesh",NULL
15578,"Atal Amrit Abhiyan Society, Guwahati, Assam",NULL
15579,"Department of Training and Technical Education, Pitampura, Delhi",NULL
15580,"Department of Posts, Bhopal, Madhya Pradesh",NULL
15581,"Intelligent Communications Systems India Ltd., New Delhi, Delhi",NULL
15582,"Zilla Parishad, Paralakhemundi, Odisha",NULL
15583,"Employees State Insuarnce Corporation, Kolhapur, Maharashtra",NULL
15584,"Meghalaya State Watershed & Wasteland Development Agency, Shillong, Meghalaya",NULL
15585,"Central Goods & Services Tax, Dibrugarh, Assam",NULL
15586,"National Highways Logistics Management Limited, Dwarka, New Delhi",NULL
15587,"Innovation And Entrepreneurship Federation Of Ccs Niam, Jaipur, Rajasthan",NULL
15588,"Tripura Forest Development & Plantation Corporation Limited, Agartala, Tripura",NULL
15589,"Protection Of Plant Varieties And Farmers Rights Authority, New Delhi, Delhi",NULL
15590,"Airports Authority Of India, Jaipur, Rajasthan",NULL
15591,"Employees State Insurance Corporation, Ranchi, Jharkhand",NULL
15592,"Employees State Insurance Corporation, Kolkata, West Bengal",NULL
15593,"Bengal Gas Company Limited, Kolkata, West Bengal",NULL
15594,"Income-tax Department, Mumbai, Maharashtra",NULL
15595,"Secondary Education Department, Sonbhadra, Uttar Pradesh",NULL
15596,"Employees State Insuarnce Corporation, Basaidarapur, New Delhi",NULL
15597,"Ministry of Commerce & Industry, Guwahati, Assam",NULL
15598,"UGC DAE Consortium For Scientific Research, Indore, Madhya Pradesh",NULL
15599,"Tamilnadu Power Distribution Corporation Limited, Chennai, Tamilnadu",NULL
15600,"Uttar Pradesh Awas Evam Vikas Parishad, Mahatma Gandhi Marg, Uttar Pradesh",NULL
15603,Department of Women and Child Development(WCD),WCD
15604,Directorate of Social Welfare Chhattisgarh(DSWC),DIRECTORATE
15605,DEPARTMENT OF TOURISM - TELANGANA,NULL
15606,APSRTC,NULL
15607,AGRICULTURAL MARKETING DEPARTMENT - TELANGANA,NULL
15608,Mission Bhagiratha Department. ,
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,"-Superintending Engineer , MB ( RWS&S) Bhongir"
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15608,Mission Bhagiratha Department. ,#NAME?
15624,RGUKT,NULL
15625,SRI PADMAVATI MAHILA VISVAVIDYALAYAM TIRUPATI,NULL
15626,A P FOREST DEPARTMENT,NULL
15627,AP STATE CIVIL SUPPLIES CORPORATION,NULL
15628,ANDHRA PRADESH TOURISM DEVELOPMENT CORPORATION,NULL
15629,Directorate of Economics & Statistics,NULL
15630,PORT DEPARTMENT,NULL
15631,DISTRICT ADMINISTRATION,NULL
15632,AP AIRPORTS DEVELOPMENT CORPORATION LIMITED,NULL
15633,Telangana Dairy Development Co-operative Federatio,NULL
15637,Mavelikara Municipality,NULL
15639,Maharashtra Institute for Transformation (PMU),NULL
15680,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,NULL
15708,"Assam Health Infrastructure Development & Management Society, Guwahati, Assam",NULL
15709,"Airports Authority Of India, Dehradun, Uttarakhand",NULL
16008,Fazilka,NULL
16010,"Sri Venkateswara University, Tirupati",NULL
16011,THE ANDHRA PRADESH MINERAL DEV CORP LTD,NULL
16012,SRI VENKATESWARA VETERINARY UNIVERSITY,NULL
16014,Higher Education Department,NULL
16015,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY-TELANG,NULL
16017,Assam Disaster Risk Management Agency,NULL
16188,Indian Reserve Bank of India Kanpur,NULL
16219,"M.P. Poorv Kshetra Vidyut Vitaran Co. Ltd., Jabalpur, Madhya Pradesh",NULL
16226,International Centre of Excellence in Mining Safety & Automation,Industries & Mines
16228,YOGI VEMANA UNIVERSITY,NULL
16229,I&CAD - MISSION KAKATIYA,NULL
16237,Meghalaya Economic Growth Accelerator,NULL
16242,TWED,NULL
16243,APSWREI SOCIETY,NULL
16244,AGRICULTURAL MARKETING DEPARTMENT,NULL
16245,Amaravati Development Corporation Limited,NULL
16256,ULB KLM KOTTARAKKARA,NULL
16257,"Executive Engineer(E. E.), Howrah Highway Sub Division,PW(R)D",NULL
16258,Finance Department Telangana,NULL
16259,ANDHRA UNIVERSITY,NULL
16260,Department of Mines and Geology,NULL
16261,AP COOPERATIVE OILSEEDS GROWERS FEDERATION LTD,NULL
16262,APCPDCL,NULL
16266,BACKWARD CLASSES WELFARE DEPARTMENT,NULL
16268,Information and Public Relations Department,NULL
16278,Steel Authority Of India Ltd,NULL
16419,Office of collector Raigarh(OCR),RAIGARH COLLECTORATE
16420,"National Institute of Technical Teachers’ Training & Research, Bhopal, Madhya Pradesh",NULL
16422,GHMC- MA & UD,NULL
16423,Department of Fisheries,NULL
16424,Andhra Pradesh Metro Rail Corporation Limited.,NULL
16425,ANANTAPURAMU HINDUPUR URBAN DEVELOPMENT AUTHORITY,NULL
16433,"District Project Office, Una, Himachal Pradesh Forestry Department",NULL
16452,KAKINADA MUNICIPAL CORPORATION,NULL
16460,"A.E., Kandi Highway Sub Division, P.W.(Rds.) Dte.",NULL
16462,Seclhq- Bilaspur,NULL
16463,Gujarat Energy Research and Management Institute,Energy & Petrochemicals Department
16464,Gandhidham Municipal Corporation,Urban Development and Urban Housing Department
16465,National Institute of Technology Hamirpur,"Executive Engineer (Civil) Construction Cell, NIT Hamirpur (HP)"
16465,National Institute of Technology Hamirpur,"FI (Purchase), NIT Hamirpur (HP)"
16465,National Institute of Technology Hamirpur,"AR (Research & Consultancy), NIT Hamirpur (HP)"
16465,National Institute of Technology Hamirpur,"Executive Engineer (Electrical) Construction Cell, NIT Hamirpur (HP)"
16465,National Institute of Technology Hamirpur,"Faculty In Charge (Purchase), NIT Hamirpur (HP)"
16465,National Institute of Technology Hamirpur,"XEN (C&M Cell), NIT Hamirpur (HP)"
16467,"District Court, Sri Mukatsar Sahib",NULL
16469,REVENUE DEPARTMENT,NULL
16470,A.P. LEGISLATURE SECRETARIAT,NULL
16471,KRISHNA UNIVERSITY,NULL
16537,"Kamarajar Port Limited, Chennai, Tamil Nadu",NULL
16538,"Jammu & Kashmir State Power Development Corporation Limited, Satwari, Jammu & Kashmir",NULL
16539,"Unique Identification Authority Of India, New Delhi, Delhi",NULL
16540,"Employees State Insurance Corporation, Patna, Bihar",NULL
16542,"Engineering Projects (India) Ltd., New Delhi, Delhi",NULL
16543,"Reserve Bank of India, Gangtok, Sikkim",NULL
16544,"Employees State Insurance Corporation, Chennai, Tamil Nadu",NULL
16545,"Chief Medical and Health Officer District, Shivpuri, M.P.",NULL
16547,"Employees State Insurance Corporation, Nasik, Maharashtra",NULL
16548,"Panchmahal District Police Office, Godhra, Gujarat",NULL
16549,"Samagra Shiksha, Agartala, Tripura",NULL
16551,"Jal Jeevan Mission, Jammu, Jammu and Kashmir",NULL
16552,"Maharashtra National Law University, Aurangabad, Maharashtra",NULL
16554,"Labour And Employment Department, Ahmedabad, Gujarat",NULL
16555,"Gujarat Labour Welfare Board, Ahmedabad, Gujarat",NULL
16556,"Odisha Tribal Empowerment & Livelihoods Programme Plus, Sambalpur, Odisha",NULL
16558,"Central Goods & Services Tax Commissionerate, Jammu, J&K",NULL
16559,"Northern Regional Power Committee, New Delhi, Delhi",NULL
16560,"National Mission For Clean Ganga, Lucknow, Uttar Pradesh",NULL
16561,"Aligarh Zilla Sahakari Bank Ltd., Aligarh, Uttar Pradesh",NULL
16562,"Tamilnadu Industrial Investment Corporation Limited, Chennai, Tamilnadu",NULL
16563,"Rajiv Aarogyasri HealthCare Trust, Hyderabad, Telangana",NULL
16564,"Employees State Insurance Corporation, Raipur, Chhattisgarh",NULL
16565,"Defence Labour Procurement Department, Srinagar, Jammu And Kashmir",NULL
16566,"ITI Limited, Bengaluru, Karnataka",NULL
16567,"Southern Regional Power Committee, Bangalore, Karnataka",NULL
16569,"Vadodara Urban Development Authority, Vadodara, Gujarat",NULL
16571,"Housing And Urban Development Corporation Limited, New Delhi, Delhi",NULL
16572,"State agri MGMT & Extension Training Institute & Agricultural Training Centre, Kolkata, W. B.",NULL
16573,"Gujarat Building and other Construction Worker’s Welfare Board, Ahmedabad, Gujarat",NULL
16811,Commercial Taxes Department,NULL
16812,DIRECTOR OF INDUSTRIES,NULL
16813,MUNICIPAL CORPORATION OF ANANTHAPUR,NULL
16840,"Gauhati University, Guwahati, Assam",NULL
17055,DEPARTMENT OF EDUCATION-TELANGANA,NULL
17063,ULB TSR KUNNAMKULAM,NULL
17066,Azamgarh,NULL
17068,AP GOVT TEXT BOOK PRESS,NULL
17070,Rajasthan State Warehousing Corporation (Ladakh),NULL
17071,Sira Urban Development Authority,NULL
17077,Vigilance Department Puducherry,NULL
17078,Indian Reserve Bank,NULL
17351,Material management department,NULL
17363,Kerala Veterinary and Animal Sciences University,NULL
17991,Andhra Pradesh Inland Waterways Authority,NULL
17992,POLICE DEPARTMENT,NULL
18335,Vijayanagara Area Development Authority,NULL
18337,Directorate of Economics and Statistics,NULL
18345,"Zila Panchayat, Balaghat, Madhya Pradesh",NULL
18677,"Superintending Engineer(S. E.), Western Circle, Social Sector, P. W. Dte",NULL
19172,CENTRAL PUBLIC WORKS DEPARTMENT,NULL
19749,"State Agricultural Management & Extension Training Institute, Jharkhand",NULL
20364,"Bihar Horticulture Development Society, Patna, Bihar",NULL
20366,"Madras Fertilizers Limited, Chennai, Tamil Nadu",NULL
20367,"State Health Society, Agartala, Tripura",NULL
20368,"The Jammu & Kashmir Board of School Education, Srinagar, Jammu & Kashmir",NULL
20369,"MSTC Limited, Kolkata, West Bengal",NULL
20370,"Bureau Of Indian Standards, Pune, Maharashtra",NULL
20371,"Employees State Insurance Corporation, Rohini, Delhi",NULL
20373,"District Mineral Foundation Trust, Godda, Jharkhand",NULL
20377,"National Medical Commission, Dwarka, New Delhi",NULL
